Paid Price,Postcode,Type,LSOA,total_floor_area_m2,Employment,Health,Crime,Income,Education,Address
290000,NN3 5LY,D,E01027174,67,28330,26081,11701,51495,45.4,8 ALLARD CLOSE
268000,NN3 6AG,S,E01027183,63,15490,19749,13187,48899,45.4,6 BIBURY CRESCENT
240000,NN3 6BD,S,E01027220,53,22779,22106,21143,49907,45.4,58 ENNERDALE ROAD
248000,NN3 6BQ,S,E01027220,71,22779,22106,21143,49907,45.4,98 HIGHLANDS AVENUE
290000,NN3 6DU,D,E01027218,85,26436,23407,33106,46583,45.4,1 WOODCOTE AVENUE
290000,NN3 6DU,D,E01027218,85,26436,23407,33106,46583,45.4,16 WOODCOTE AVENUE
233500,NN3 6EH,S,E01027218,76,26436,23407,33106,46583,45.4,21 MALLORY WALK
222000,NN3 6HN,S,E01027171,88,8981,10796,7651,48899,45.4,520 KETTERING ROAD NORTH
235000,NN3 6PB,T,E01027171,88,8981,10796,7651,48899,45.4,3 LANERCOST WALK
150000,NN3 6QT,F,E01027219,51,25227,27585,20052,46583,45.4,395A KETTERING ROAD
284000,NN3 6QU,S,E01027219,54,25227,27585,20052,46583,45.4,459 KETTERING ROAD
317000,NN3 6WJ,D,E01027183,78,15490,19749,13187,48899,45.4,19 KENDAL CLOSE
215000,NN3 8AB,T,E01027248,84,5818,8034,4591,45686,45.4,62 NORTH HOLME COURT
190000,NN3 8AU,T,E01027249,86,5624,9347,3921,45686,45.4,20 LOWER MEADOW COURT
241000,NN3 8JD,S,E01027247,67,21096,19863,12930,45686,45.4,31 CHATSWORTH AVENUE
200000,NN3 8JE,S,E01027247,63,21096,19863,12930,45686,45.4,10 GOLDENASH COURT
200000,NN3 8LG,T,E01027196,88,15310,19189,11529,43826,45.4,34 NORTH PADDOCK COURT
170000,NN3 8NJ,S,E01027200,55,8367,9086,5489,51495,45.4,56 DORE CLOSE
80000,NN3 8PU,F,E01027175,26,12814,16397,11309,51495,45.4,3A DOWNWOOD CLOSE
127000,NN3 8PY,T,E01027247,48,21096,19863,12930,45686,45.4,16 LINACRE CLOSE
190000,NN3 8QT,T,E01027199,77,3297,6954,4449,43826,45.4,78 LARK RISE
192000,NN3 8QX,T,E01027197,79,7722,8045,5886,43826,45.4,74 FLINTCOMB RISE
420000,NN3 8TA,D,E01027197,150,7722,8045,5886,43826,45.4,11 LINGSWOOD PARK
185000,NN3 8UN,T,E01027248,80,5818,8034,4591,45686,45.4,9 MIDFIELD COURT
170000,NN3 8YH,T,E01027248,76,5818,8034,4591,45686,45.4,9 RAGSDALE WALK
237500,NN3 9BH,T,E01027142,112,14227,17784,5629,48801,45.4,25 KINGSCROFT COURT
237500,NN3 9BH,T,E01027142,112,14227,17784,5629,48801,45.4,63 KINGSCROFT COURT
360000,NN3 9DN,D,E01027141,109,25045,27682,21616,54637,45.4,7 CHERRY BLOSSOM CLOSE
300000,NN3 9GD,S,E01027141,133,25045,27682,21616,54637,45.4,92 WORCESTER CLOSE
225000,NN3 9SL,T,E01027138,75,19832,21670,13044,54637,45.4,53 MANORFIELD CLOSE
170500,NN3 9UT,T,E01027139,49,17629,21861,13724,54637,45.4,4 GEDLING CLOSE
465000,NN4 0FG,D,E01027162,126,25340,26833,21459,70409,45.4,8 BRAEMAR CRESCENT
235000,NN4 0PU,T,E01027164,59,32343,30260,32011,70409,45.4,33 THE WEAVERS
490000,NN4 0QR,D,E01027250,127,28731,27716,29438,71606,45.4,7 KITES CLOSE
330000,NN4 0QS,D,E01027250,107,28731,27716,29438,71606,45.4,14 CHAFFINCH CLOSE
355000,NN4 0RA,D,E01027163,107,30050,27350,32152,70409,45.4,44 KELBURN CLOSE
295000,NN4 0RF,D,E01027163,77,30050,27350,32152,70409,45.4,14 KIMBLE CLOSE
227000,NN4 0RJ,T,E01027163,50,30050,27350,32152,70409,45.4,1 FALCONERS RISE
341000,NN4 0RY,D,E01027165,88,30134,29649,32201,70409,45.4,44 SOUTH COPSE
341000,NN4 0RY,D,E01027165,88,30134,29649,32201,70409,45.4,49 SOUTH COPSE
341000,NN4 0RY,D,E01027165,88,30134,29649,32201,70409,45.4,53 SOUTH COPSE
360000,NN4 0SL,D,E01027163,65,30050,27350,32152,70409,45.4,16 PEREGRINE PLACE
226000,NN4 0SN,T,E01027167,58,32675,27779,18622,70409,45.4,3 WILDERN LANE
226000,NN4 0SN,T,E01027167,58,32675,27779,18622,70409,45.4,6 WILDERN LANE
257000,NN4 0ST,S,E01027166,64,31649,25555,32074,70409,45.4,13 FLEETWIND DRIVE
500000,NN4 0SY,D,E01027167,125,32675,27779,18622,70409,45.4,9 FROSTY HOLLOW
500000,NN4 0SY,D,E01027167,125,32675,27779,18622,70409,45.4,28 FROSTY HOLLOW
315000,NN4 0TR,D,E01027166,78,31649,25555,32074,70409,45.4,15 WEST RISING
255000,NN4 0TS,S,E01027166,63,31649,25555,32074,70409,45.4,43 SANDOVER
277000,NN4 0WP,T,E01027167,70,32675,27779,18622,70409,45.4,4 BUTTS CROFT CLOSE
180000,NN4 5AL,F,E01032983,53,32359,24798,30220,64180,45.4,10 MILLERS WAY
275000,NN4 5AN,T,E01032983,74.8,32359,24798,30220,64180,45.4,6 THE SADDLERS
475000,NN4 5BQ,D,E01032984,129,32248,25129,29921,64180,45.4,14 BIRCH CLOSE
318000,NN4 8AZ,T,E01027159,99,24020,22263,14991,48146,45.4,19 WINCHESTER ROAD
189995,NN4 8DP,T,E01032980,87,18434,14981,8951,53449,45.4,30 ST LEONARDS ROAD
205000,NN4 8DY,T,E01032981,83,30478,20571,8992,53449,45.4,134 SOUTHAMPTON ROAD
150000,NN4 8EA,S,E01032981,83,30478,20571,8992,53449,45.4,18 SOUTHAMPTON ROAD
150000,NN4 8EA,S,E01032981,83,30478,20571,8992,53449,45.4,23 SOUTHAMPTON ROAD
210000,NN4 8HE,T,E01027158,79,21785,16750,12743,53449,45.4,110 OXFORD STREET
315000,NN4 8HY,S,E01027158,136,21785,16750,12743,53449,45.4,142 ROTHERSTHORPE ROAD
310000,NN4 8JS,S,E01027234,79,21875,21446,16450,50601,45.4,100 HARCOURT WAY
190000,NN4 8LF,T,E01027158,83,21785,16750,12743,53449,45.4,24 CLINTON ROAD
275000,NN4 8LJ,S,E01027160,83,29279,29356,13311,48146,45.4,4 BRIAR HILL ROAD
235000,NN4 8LP,S,E01027161,87,3690,3335,4151,48146,45.4,220 TOWCESTER ROAD
262000,NN4 8NB,S,E01027160,74,29279,29356,13311,48146,45.4,4 TOWTON COURT
215000,NN4 8NJ,T,E01027156,121,9376,9495,5466,48146,45.4,19 PLEYDELL ROAD
382000,NN4 8QE,S,E01027159,129,24020,22263,14991,48146,45.4,1 GLOUCESTER AVENUE
382000,NN4 8QE,S,E01027159,129,24020,22263,14991,48146,45.4,9 GLOUCESTER AVENUE
215000,NN4 8QF,T,E01027161,68,3690,3335,4151,48146,45.4,46 GLOUCESTER AVENUE
370000,NN4 8QH,S,E01027159,77,24020,22263,14991,48146,45.4,10 PARKFIELD AVENUE
260000,NN4 8QL,T,E01027160,71,29279,29356,13311,48146,45.4,32 KINGMAKER WAY
345000,NN4 8TQ,D,E01027234,76,21875,21446,16450,50601,45.4,1 FIVE ACRES FOLD
270000,NN4 8TY,D,E01027234,89,21875,21446,16450,50601,45.4,75 FLORIBUNDA DRIVE
261000,NN4 9DB,S,E01027254,75,28580,30507,30543,71606,45.4,20 NARROWBOAT LANE
230000,NN4 9QG,S,E01027254,53,28580,30507,30543,71606,45.4,79 RIVERSTONE WAY
180000,NN4 9UR,S,E01027252,51,10952,10898,9486,50601,45.4,19 MALLARD CLOSE
303000,NN5 4BD,S,E01032976,99,16206,9858,18687,64437,45.4,10 ACORN CLOSE
313000,NN5 4BQ,S,E01032976,114,16206,9858,18687,64437,45.4,55 SOUTH MEADOW ROAD
160000,NN5 5BL,T,E01027236,84,20732,20540,14831,44018,45.4,14 GLASGOW STREET
190000,NN5 5BN,T,E01027236,94,20732,20540,14831,44018,45.4,25 GLASGOW STREET
145000,NN5 5LH,T,E01027238,82,10769,9694,11062,44018,45.4,41 SANDHILL ROAD
220000,NN5 5LT,S,E01027238,80,10769,9694,11062,44018,45.4,38 BOWDEN ROAD
235000,NN5 5NU,S,E01027236,51,20732,20540,14831,44018,45.4,5 LOVAT DRIVE
305000,NN5 6EL,D,E01027212,85,24644,23762,25724,58319,45.4,19 BOLLINGER CLOSE
255000,NN5 6LF,S,E01027215,96,15770,17782,11769,49107,45.4,44 CASTLE AVENUE
260000,NN5 6ND,S,E01027208,62,31658,28625,28189,58319,45.4,25 DUSTON WILDES
255000,NN5 6NH,S,E01027207,109,23615,24453,24701,49107,45.4,39 WOODLAND CLOSE
219995,NN5 6PJ,S,E01027213,55,13771,13161,12001,45991,45.4,25 JAVELIN CLOSE
165000,NN5 6PN,T,E01027213,48,13771,13161,12001,45991,45.4,93 SIR JOHN PASCOE WAY
352500,NN5 6PQ,D,E01027213,107,13771,13161,12001,45991,45.4,62 SIR JOHN PASCOE WAY
370000,NN5 6PW,D,E01027215,102,15770,17782,11769,49107,45.4,2 ROSETTE CLOSE
260000,NN5 6RG,S,E01027207,78,23615,24453,24701,49107,45.4,77 FIRSVIEW DRIVE
210000,NN5 6RP,S,E01027207,84,23615,24453,24701,49107,45.4,18 OAKLEIGH DRIVE
244250,NN5 6SR,S,E01027210,75,23141,18946,24746,49107,45.4,17 GRANGE AVENUE
255000,NN5 6SW,S,E01027210,75,23141,18946,24746,49107,45.4,24 NORTHFIELD ROAD
240000,NN5 6XR,S,E01027211,70,31050,27344,33021,58319,45.4,1 EATON ROAD
295000,NN5 6XW,S,E01027211,75,31050,27344,33021,58319,45.4,27 WRENBURY ROAD
275000,NN5 6YL,S,E01027212,57,24644,23762,25724,58319,45.4,11 RUDGE MEWS
303500,NN5 6YP,D,E01027209,80,30144,27902,31587,58319,45.4,3 BEAUVAIS COURT
160000,NN5 7AU,T,E01027241,85,11128,11843,5968,43999,45.4,28 SYMINGTON STREET
170000,NN5 7AZ,T,E01027241,85,11128,11843,5968,43999,45.4,28 NEWCOMBE ROAD
89995,NN5 7BB,F,E01027241,53,11128,11843,5968,43999,45.4,100 SHANKLEY WAY
445000,NN5 7HH,D,E01027240,155,7650,4797,16572,45991,45.4,53 BROOK LANE
285000,NN5 7HL,S,E01027239,77,3619,5065,4225,43999,45.4,29 BROOK LANE
236180,NN5 7LG,T,E01027244,89,2630,6265,1411,43999,45.4,66 PARK WALK
230000,NN5 7NL,T,E01027243,96,8188,5187,7395,43999,45.4,64 SWALE DRIVE
280000,NN5 7PE,T,E01027243,85,8188,5187,7395,43999,45.4,20 MEDWAY DRIVE
275453,NN6 0RR,S,E01027018,74,30148,30198,23419,65067,45.4,39 KIPLING WAY
275453,NN6 0RR,S,E01027018,74,30148,30198,23419,65067,45.4,34 KIPLING WAY
485000,NN6 0SB,D,E01027323,144,19507,16893,25228,54045,43.7,9 COURT END
485000,NN6 0SB,D,E01027323,144,19507,16893,25228,54045,43.7,7 COURT END
485000,NN6 0SB,D,E01027323,144,19507,16893,25228,54045,43.7,8 COURT END
485000,NN6 0SB,D,E01027323,144,19507,16893,25228,54045,43.7,14 COURT END
485000,NN6 0SB,D,E01027323,144,19507,16893,25228,54045,43.7,16 COURT END
4000000,NN6 6HF,D,E01027026,487,29973,31604,28980,63787,45.4,WEST HILL MANOR BARN HEMPLOE ROAD
880000,NN7 1AG,D,E01027273,213,23556,24496,25778,65642,45.4,3 HOME ACRE
880000,NN7 1AG,D,E01027273,213,23556,24496,25778,65642,45.4,1 HOME ACRE
288880,NN7 4EB,T,E01027153,75,2213,1378,881,41679,45.4,32 BROME CLOSE
288880,NN7 4EB,T,E01027153,75,2213,1378,881,41679,45.4,34 BROME CLOSE
288880,NN7 4EB,T,E01027153,75,2213,1378,881,41679,45.4,17 BROME CLOSE
288880,NN7 4EB,T,E01027153,75,2213,1378,881,41679,45.4,19 BROME CLOSE
591500,NN7 4EE,D,E01027011,175,27519,27987,24462,54819,45.4,10 CORN GROVE
327750,NN7 4FD,S,E01027153,112,2213,1378,881,41679,45.4,2 MARRAM CRESCENT
327750,NN7 4FD,S,E01027153,112,2213,1378,881,41679,45.4,21 MARRAM CRESCENT
327750,NN7 4FD,S,E01027153,112,2213,1378,881,41679,45.4,25 MARRAM CRESCENT
327750,NN7 4FD,S,E01027153,112,2213,1378,881,41679,45.4,31 MARRAM CRESCENT
327750,NN7 4FD,S,E01027153,112,2213,1378,881,41679,45.4,27 MARRAM CRESCENT
323950,NN7 4FE,S,E01027011,112,27519,27987,24462,54819,45.4,23 MELICK DRIVE
323950,NN7 4FE,S,E01027011,112,27519,27987,24462,54819,45.4,8 MELICK DRIVE
323950,NN7 4FE,S,E01027011,112,27519,27987,24462,54819,45.4,5 MELICK DRIVE
314673,NN7 4FJ,D,E01027153,93,2213,1378,881,41679,45.4,2 RUSH CLOSE
257928,NN7 4FN,S,E01027153,70,2213,1378,881,41679,45.4,32 SANDGRASS LANE
257928,NN7 4FN,S,E01027153,70,2213,1378,881,41679,45.4,30 SANDGRASS LANE
257928,NN7 4FN,S,E01027153,70,2213,1378,881,41679,45.4,38 SANDGRASS LANE
257928,NN7 4FN,S,E01027153,70,2213,1378,881,41679,45.4,36 SANDGRASS LANE
257928,NN7 4FN,S,E01027153,70,2213,1378,881,41679,45.4,34 SANDGRASS LANE
257928,NN7 4FN,S,E01027153,70,2213,1378,881,41679,45.4,40 SANDGRASS LANE
329995,NN8 1HL,S,E01027314,121,11286,4966,3894,43485,43.7,108 IRTHLINGBOROUGH ROAD EAST
95000,NN8 1HX,T,E01027314,77,11286,4966,3894,43485,43.7,95 KNOX ROAD
180000,NN8 1JX,T,E01027314,78,11286,4966,3894,43485,43.7,37A NEWCOMEN ROAD
327500,NN8 1LW,T,E01027314,144,11286,4966,3894,43485,43.7,30 CASTLE STREET
245000,NN8 1PS,S,E01027316,92,18325,14950,14902,43485,43.7,82 EASTFIELD ROAD
290000,NN8 2AQ,S,E01027350,86,10617,9852,6200,37493,43.7,14 PILGRIM WAY
282000,NN8 2AX,S,E01027350,79,10617,9852,6200,37493,43.7,97 CROYLAND ROAD
273000,NN8 2BN,S,E01027351,73,4812,7585,2877,37493,43.7,14 HARVEY ROAD
150000,NN8 2JA,T,E01027319,39,9882,9328,11501,50220,43.7,20 ELIZABETH CLOSE
525000,NN8 2LP,D,E01027321,122.66,24211,23397,21599,50220,43.7,1 BANBURY CLOSE
107000,NN8 2QB,S,E01027320,73,20317,14461,9898,50220,43.7,23 SPENCER ROAD
284700,NN8 3AS,S,E01027344,76,27244,26746,19283,57587,43.7,6 ORLANDO ROAD
475000,NN8 3AX,D,E01027344,137,27244,26746,19283,57587,43.7,17 HAMLET STREET
275000,NN8 3DF,D,E01027309,57,21897,19326,15800,45105,43.7,34 STANWELL WAY
205000,NN8 3EB,T,E01027341,97,5817,8104,4989,42507,43.7,12 THE RYLSTONE
160000,NN8 3EL,T,E01027341,84,5817,8104,4989,42507,43.7,20 THE GOSLAR
182000,NN8 3HF,F,E01027350,83,10617,9852,6200,37493,43.7,2A COLLEGE STREET
242000,NN8 3JW,S,E01027312,86,8346,14766,9058,45105,43.7,7 HARRISON CLOSE
246000,NN8 3LG,T,E01027309,86,21897,19326,15800,45105,43.7,103 OAKLEY DRIVE
127000,NN8 3LJ,T,E01027339,81,3354,4599,19298,42507,43.7,30 BROOKE CLOSE
127000,NN8 3LJ,T,E01027339,81,3354,4599,19298,42507,43.7,38 BROOKE CLOSE
127000,NN8 3LJ,T,E01027339,81,3354,4599,19298,42507,43.7,14 BROOKE CLOSE
127000,NN8 3LJ,T,E01027339,81,3354,4599,19298,42507,43.7,10 BROOKE CLOSE
127000,NN8 3LJ,T,E01027339,81,3354,4599,19298,42507,43.7,6 BROOKE CLOSE
248000,NN8 3LS,T,E01027351,84,4812,7585,2877,37493,43.7,63 FLAT 8 NORTHAMPTON ROAD
248000,NN8 3LS,T,E01027351,84,4812,7585,2877,37493,43.7,57 NORTHAMPTON ROAD
141000,NN8 3LW,T,E01027339,86,3354,4599,19298,42507,43.7,49 OWEN CLOSE
183000,NN8 3RL,T,E01027341,79,5817,8104,4989,42507,43.7,52 SHAKESPEARE ROAD
169000,NN8 3SZ,T,E01027339,84,3354,4599,19298,42507,43.7,6 WAKEFIELD
138700,NN8 3TJ,T,E01027310,86,1969,4411,1492,45105,43.7,124 KILNWAY
150000,NN8 4AF,T,E01027334,103,1889,3526,11685,51103,43.7,38 FULMAR LANE
175000,NN8 4EL,T,E01027352,84,13663,7407,8496,37493,43.7,52 LISTER ROAD
195000,NN8 4JN,T,E01027333,57,29347,29700,25634,51103,43.7,12 CHALON CLOSE
147500,NN8 4NN,T,E01027334,87,1889,3526,11685,51103,43.7,9 GANNET LANE
116500,NN8 4NW,T,E01027334,85,1889,3526,11685,51103,43.7,36 GANNET LANE
253000,NN8 4RF,T,E01027352,123,13663,7407,8496,37493,43.7,5 KINGS STREET
240000,NN8 4SB,S,E01027332,84,27246,25736,16449,51103,43.7,32 OAKWAY
290000,NN8 4SD,S,E01027331,76,5631,8567,6379,51103,43.7,92 OAKWAY
204995,NN8 4TT,T,E01027334,89,1889,3526,11685,51103,43.7,2 TEAL LANE
87000,NN8 4TY,F,E01027334,49,1889,3526,11685,51103,43.7,54 NEST FARM CRESCENT
320000,NN8 4UA,D,E01027330,104,9180,8376,9836,51103,43.7,3 JERSEY CLOSE
182500,NN8 4UJ,S,E01027331,95,5631,8567,6379,51103,43.7,33 LINNET CLOSE
355000,NN8 4UX,D,E01027333,100,29347,29700,25634,51103,43.7,23 CONSTABLE DRIVE
275000,NN8 5BT,D,E01027344,92,27244,26746,19283,57587,43.7,5 TORRINGTON GREEN
275000,NN8 5BT,D,E01027344,92,27244,26746,19283,57587,43.7,8 TORRINGTON GREEN
315000,NN8 5FL,D,E01027345,102,28104,22737,28038,57587,43.7,56 HOLCOT CLOSE
265000,NN8 5UQ,S,E01027343,66,23196,23097,22191,57587,43.7,1 WELDON CLOSE
238000,NN8 5YD,S,E01027343,56,23196,23097,22191,57587,43.7,46 ROCHE WAY
360000,NN8 6BY,D,E01027338,114,21287,26288,22263,50957,43.7,72 ELEANOR DRIVE
360000,NN8 6BY,D,E01027338,114,21287,26288,22263,50957,43.7,67 ELEANOR DRIVE
360000,NN8 6BY,D,E01027338,114,21287,26288,22263,50957,43.7,71 ELEANOR DRIVE
360000,NN8 6BY,D,E01027338,114,21287,26288,22263,50957,43.7,68 ELEANOR DRIVE
398245,NN8 6BZ,D,E01027338,139,21287,26288,22263,50957,43.7,33 MOSTYN STREET
398245,NN8 6BZ,D,E01027338,139,21287,26288,22263,50957,43.7,27 MOSTYN STREET
685000,NN9 5YF,D,E01027333,259,29347,29700,25634,51103,43.7,3 HOLME CLOSE
158000,NR1 1EA,F,E01033440,72,10359,9390,1108,45572,42.5,43 MAIDSTONE ROAD
240000,NR1 1GA,T,E01026849,68,22215,24961,18442,46288,42.5,5 THE SIDINGS
415000,NR1 1NN,T,E01033438,130,16280,12140,366,45572,42.5,50 ST FAITHS LANE
195352,NR1 1PR,F,E01033440,59,10359,9390,1108,45572,42.5,97 GREYFRIARS ROAD
195352,NR1 1PR,F,E01033440,59,10359,9390,1108,45572,42.5,111 GREYFRIARS ROAD
195352,NR1 1PR,F,E01033440,59,10359,9390,1108,45572,42.5,123 GREYFRIARS ROAD
227500,NR1 1SX,S,E01033438,71,16280,12140,366,45572,42.5,7 LOLLARDS ROAD
227500,NR1 1SX,S,E01033438,71,16280,12140,366,45572,42.5,5 LOLLARDS ROAD
205000,NR1 1WS,F,E01033441,80,21438,21052,8297,45572,42.5,32 WHERRY ROAD
205000,NR1 1WS,F,E01033441,80,21438,21052,8297,45572,42.5,4 WHERRY ROAD
136500,NR1 1YR,F,E01026849,50,22215,24961,18442,46288,42.5,60 SCOTT ROAD
505000,NR1 2BB,D,E01026817,104,2761,3262,18782,45752,42.5,22 CONESFORD DRIVE
200000,NR1 2BX,T,E01033441,69,21438,21052,8297,45572,42.5,11 ALAN ROAD
270000,NR1 2EZ,S,E01026817,79,2761,3262,18782,45752,42.5,14 STRATFORD CLOSE
359000,NR1 2HN,T,E01026816,106,15097,10563,10844,45752,42.5,4 SMITHFIELD ROAD
140000,NR1 2JZ,T,E01026819,72,3956,4238,2196,45752,42.5,23 BIRKBECK ROAD
105000,NR1 2LJ,F,E01026819,44,3956,4238,2196,45752,42.5,38 SPRINGBANK
230000,NR1 2NG,S,E01026818,88,7152,9601,7452,45752,42.5,59 HARWOOD ROAD
117500,NR1 2PE,F,E01026852,64,32954,26330,31655,51084,42.5,30 PATRICIA ROAD
132000,NR1 2PP,F,E01026853,45,7524,7025,7271,51084,42.5,158A HALL ROAD
132000,NR1 2PP,F,E01026853,45,7524,7025,7271,51084,42.5,158B HALL ROAD
130000,NR1 2RA,F,E01026852,57,32954,26330,31655,51084,42.5,15 LADY MARY ROAD
214000,NR1 3AY,T,E01026816,99,15097,10563,10844,45752,42.5,27 HARFORD STREET
152500,NR1 3HN,F,E01026853,61.2,7524,7025,7271,51084,42.5,36 TRAFALGAR STREET
122000,NR1 3HS,F,E01026853,62,7524,7025,7271,51084,42.5,12 SOUTHWELL ROAD
126000,NR1 3RW,F,E01026853,40,7524,7025,7271,51084,42.5,76 GROVE ROAD
246000,NR1 4HX,S,E01026850,80,14550,14329,8282,46288,42.5,2 MONTCALM ROAD
680000,NR1 4JF,D,E01026850,162,14550,14329,8282,46288,42.5,109 ST LEONARDS ROAD
198000,NR1 4LE,D,E01026806,86,17729,2110,8008,43796,42.5,22 ALDRYCHE ROAD
230000,NR1 4ND,D,E01026806,69,17729,2110,8008,43796,42.5,43 THE RIDGEWAY
216000,NR1 4NF,S,E01026804,86,10799,16938,10718,43796,42.5,1 STEEPGREEN CLOSE
270000,NR1 4NR,D,E01026804,76,10799,16938,10718,43796,42.5,5 CROFTHOLME WAY
146000,NR1 4PU,T,E01026808,71,1833,3979,1097,43796,42.5,55 NEWBEGIN CLOSE
675000,NR2 2AN,D,E01026856,161,25244,20856,17332,51084,42.5,1 YORK STREET
242000,NR2 2AZ,T,E01026856,73,25244,20856,17332,51084,42.5,10 RUTLAND STREET
345000,NR2 2DL,T,E01026857,89,24770,18465,22176,51084,42.5,101 BURY STREET
205000,NR2 2DW,T,E01026856,61,25244,20856,17332,51084,42.5,19 NEWMARKET STREET
295000,NR2 2DX,T,E01026856,82,25244,20856,17332,51084,42.5,30 GLOUCESTER STREET
123000,NR2 2JA,F,E01026855,44,26596,18722,16737,51084,42.5,8 EAGLE WALK
1327000,NR2 2LB,D,E01026857,441,24770,18465,22176,51084,42.5,100 NEWMARKET ROAD
175000,NR2 2PQ,T,E01026839,63,29930,23101,27417,63434,42.5,181 UNTHANK ROAD
287000,NR2 2PR,S,E01026835,74.8,32626,23692,15567,63434,42.5,29 NEVILLE STREET
372500,NR2 2TF,T,E01033434,101,30202,22911,20054,51084,42.5,12 BRUNSWICK ROAD
282500,NR2 3BD,T,E01026840,70,26740,19798,22505,63434,42.5,39 STAFFORD STREET
308250,NR2 3BY,S,E01026840,79,26740,19798,22505,63434,42.5,59 HELENA ROAD
1150000,NR2 3DF,S,E01026837,230,22491,14634,13130,63434,42.5,78 EARLHAM ROAD
266000,NR2 3HD,T,E01026835,63,32626,23692,15567,63434,42.5,55 PEMBROKE ROAD
266000,NR2 3HD,T,E01026835,63,32626,23692,15567,63434,42.5,51 PEMBROKE ROAD
417500,NR2 3HT,T,E01026836,132,30856,29249,27215,63434,42.5,15 WELLINGTON ROAD
330000,NR2 3HY,T,E01026836,80,30856,29249,27215,63434,42.5,77 CAERNARVON ROAD
395450,NR2 3JG,T,E01026839,71,29930,23101,27417,63434,42.5,38 GLEBE ROAD
130000,NR2 3JJ,F,E01026839,28,29930,23101,27417,63434,42.5,20C COLLEGE ROAD
250000,NR2 3LA,T,E01026839,74,29930,23101,27417,63434,42.5,46 LINCOLN STREET
250000,NR2 3LA,T,E01026839,74,29930,23101,27417,63434,42.5,64 LINCOLN STREET
285000,NR2 3LF,T,E01026839,68,29930,23101,27417,63434,42.5,98 PORTLAND STREET
290000,NR2 3NN,T,E01026838,78,33136,27587,28854,63434,42.5,30 HIGHLAND ROAD
230000,NR2 3NZ,T,E01026838,70,33136,27587,28854,63434,42.5,26 MURIEL ROAD
435000,NR2 3RY,T,E01026840,123,26740,19798,22505,63434,42.5,10 SANDRINGHAM ROAD
220000,NR2 3TR,T,E01026863,75,19413,16599,14061,47163,42.5,116 BOWTHORPE ROAD
214000,NR2 3TS,T,E01026863,70,19413,16599,14061,47163,42.5,17 BOND STREET
152000,NR2 4BQ,F,E01026824,71,3689,3492,938,34308,42.5,71 DOURO PLACE
159500,NR2 4BW,F,E01026824,58,3689,3492,938,34308,42.5,77 WEST POTTERGATE
173000,NR2 4EG,T,E01026866,66,14591,9359,12511,47163,42.5,161 ARMES STREET
395000,NR2 4HD,T,E01026863,142,19413,16599,14061,47163,42.5,44 TURNER ROAD
195000,NR2 4HE,T,E01026866,72,14591,9359,12511,47163,42.5,11 LIVINGSTONE STREET
215000,NR2 4HQ,T,E01026866,73,14591,9359,12511,47163,42.5,67 HOTBLACK ROAD
155000,NR2 4JW,F,E01026827,62,1400,1019,2140,34308,42.5,123 OLD PALACE ROAD
160000,NR2 4PS,F,E01026824,59,3689,3492,938,34308,42.5,9 ELY STREET
184000,NR3 1EE,T,E01026846,66,19577,10468,5995,48360,42.5,67 ALBANY ROAD
205000,NR3 1JW,T,E01026846,48,19577,10468,5995,48360,42.5,91 HEATH ROAD
207000,NR3 1JY,T,E01026846,71,19577,10468,5995,48360,42.5,26 SHIPSTONE ROAD
118000,NR3 1PQ,F,E01026848,74.54,3073,3719,2105,46288,42.5,6 HEATHGATE
245000,NR3 2DN,T,E01026829,91,7380,9712,2625,42611,42.5,59 DRAYTON ROAD
195000,NR3 2HY,T,E01026830,59,2702,4552,1332,42611,42.5,119 AYLSHAM ROAD
161500,NR3 2JQ,T,E01026829,63,7380,9712,2625,42611,42.5,41 JUNCTION ROAD
211500,NR3 2JW,T,E01026829,70,7380,9712,2625,42611,42.5,14 BERNERS STREET
107000,NR3 2JY,T,E01026830,96,2702,4552,1332,42611,42.5,10 PRESS LANE
156000,NR3 2LT,T,E01026828,69,2953,4012,8597,42611,42.5,48 MARGARET PASTON AVENUE
170000,NR3 2RD,T,E01026829,51,7380,9712,2625,42611,42.5,61 HALF MILE ROAD
250000,NR3 3AZ,T,E01026831,65,22089,10960,12693,42611,42.5,45 BAKERS ROAD
173000,NR3 3BN,T,E01026826,68,3672,2481,1015,34308,42.5,26 ESDELLE STREET
162000,NR3 3BP,T,E01026823,86,8571,4032,2806,43177,42.5,102B OAK STREET
216000,NR3 3BY,T,E01026826,109,3672,2481,1015,34308,42.5,31 ST AUGUSTINES STREET
333000,NR3 3EN,T,E01026831,105,22089,10960,12693,42611,42.5,29 PATTESON ROAD
260000,NR3 3EW,T,E01026831,92,22089,10960,12693,42611,42.5,54 PATTESON ROAD
165000,NR3 3FJ,F,E01026826,59,3672,2481,1015,34308,42.5,16 EDWARD STREET
131000,NR3 3HR,F,E01026843,71,8656,6955,3646,48360,42.5,51 ANGEL ROAD
140000,NR3 3PL,F,E01026823,50,8571,4032,2806,43177,42.5,7 PEEL MEWS
275000,NR3 3QB,D,E01026801,53,21939,23291,20557,45707,42.5,16 PEMBREY CLOSE
143000,NR3 3QY,F,E01026823,56,8571,4032,2806,43177,42.5,16 DYERS YARD
270000,NR3 3TU,D,E01026797,78,14775,14495,24264,45707,42.5,1 GATELEY GARDENS
232000,NR3 4DR,S,E01026556,70,17357,21575,20479,54709,46.3,4 ANMER CLOSE
